	0
mmu-miR-7013-5p	21
mmu-miR-7013-3p	23
mmu-mir-8099-1	126
mmu-miR-8099	20
mmu-mir-7014	62
mmu-miR-7014-5p	21
mmu-miR-7014-3p	20
mmu-mir-7225	53
mmu-miR-7225-5p	19
mmu-miR-7225-3p	21
mmu-mir-6481	109
mmu-miR-6481	18
mmu-mir-669n	53
mmu-miR-669n	19
mmu-mir-3473h	60
mmu-miR-3473h-5p	19
mmu-mir-137	72
mmu-miR-137-5p	22
mmu-miR-137-3p	22
mmu-mir-760	118
mmu-miR-760-5p	22
mmu-miR-760-3p	19
mmu-mir-7657	56
mmu-miR-7657-5p	20
mmu-miR-7657-3p	22
mmu-mir-302b	73
mmu-miR-302b-5p	22
mmu-miR-302b-3p	22
mmu-mir-302c	67
mmu-miR-302c-5p	21
mmu-miR-302c-3p	21
mmu-mir-302a	68
mmu-miR-302a-5p	21
mmu-miR-302a-3p	22
mmu-mir-302d	65
mmu-miR-302d-5p	22
mmu-miR-302d-3p	22
mmu-mir-367	74
mmu-miR-367-5p	20
mmu-miR-367-3p	21
mmu-mir-1895	78
mmu-miR-1895	21
mmu-mir-6380	80
mmu-miR-6380	23
mmu-mir-1956	64
mmu-miR-1956	21
mmu-let-7j	121
mmu-let-7j	23
mmu-mir-6381	86
mmu-miR-6381	20
mmu-mir-3963	70
mmu-miR-3963	18
mmu-mir-186	70
mmu-miR-186-5p	21
mmu-miR-186-3p	21
mmu-mir-3471-2	101
mmu-miR-3471	21
mmu-mir-3471-1	130
mmu-miR-3471	21
mmu-mir-684-2	85
mmu-miR-684	18
mmu-mir-6400	91
mmu-miR-6400	20
mmu-mir-8118	128
mmu-miR-8118	21
mmu-mir-876	80
mmu-miR-876-5p	21
mmu-miR-876-3p	21
mmu-mir-873b	76
mmu-miR-873b	21
mmu-mir-873a	76
mmu-miR-873a-5p	20
mmu-miR-873a-3p	20
mmu-mir-207	78
mmu-miR-207	22
mmu-mir-5123	82
mmu-miR-5123	23
mmu-mir-3094	63
mmu-miR-3094-5p	20
mmu-miR-3094-3p	20
mmu-mir-5106	72
mmu-miR-5106	22
mmu-mir-5120	77
mmu-miR-5120	22
mmu-mir-1958	96
mmu-miR-1958	21
mmu-mir-32	69
mmu-miR-32-5p	21
mmu-miR-32-3p	20
mmu-mir-3095	86
mmu-miR-3095-5p	21
mmu-miR-3095-3p	22
mmu-mir-455	81
mmu-miR-455-5p	21
mmu-miR-455-3p	20
mmu-mir-491	85
mmu-miR-491-5p	21
mmu-miR-491-3p	21
mmu-mir-31	105
mmu-miR-31-5p	21
mmu-miR-31-3p	22
mmu-mir-6402	79
mmu-miR-6402	22
mmu-mir-872	80
mmu-miR-872-5p	20
mmu-miR-872-3p	21
mmu-mir-101a	82
mmu-miR-101a-5p	21
mmu-miR-101a-3p	20
mmu-mir-6397	92
mmu-miR-6397	20
mmu-mir-761	75
mmu-miR-761	21
mmu-mir-7226	59
mmu-miR-7226-5p	25
mmu-miR-7226-3p	22
mmu-mir-30c-1	88
mmu-miR-30c-5p	22
mmu-miR-30c-1-3p	21
mmu-mir-30f	91
mmu-miR-30f	21
mmu-mir-30e	91
mmu-miR-30e-5p	21
mmu-miR-30e-3p	21
mmu-mir-7015	63
mmu-miR-7015-5p	22
mmu-miR-7015-3p	20
mmu-mir-6398	101
mmu-miR-6398	20
mmu-mir-697	108
mmu-miR-697	20
mmu-mir-698	108
mmu-miR-698-3p	18
mmu-miR-698-5p	20
mmu-mir-692-2	108
mmu-miR-692	20
mmu-mir-7119	58
mmu-miR-7119-5p	20
mmu-miR-7119-3p	20
mmu-mir-8119	128
mmu-miR-8119	19
mmu-mir-7016	71
mmu-miR-7016-5p	20
mmu-miR-7016-3p	21
mmu-mir-7017	61
mmu-miR-7017-5p	23
mmu-miR-7017-3p	20
mmu-mir-5122	88
mmu-miR-5122	19
mmu-mir-7227	58
mmu-miR-7227-5p	19
mmu-miR-7227-3p	21
mmu-mir-6403	128
mmu-miR-6403	21
mmu-mir-700	78
mmu-miR-700-5p	21
mmu-miR-700-3p	20
mmu-mir-7018	84
mmu-miR-7018-5p	23
mmu-miR-7018-3p	21
mmu-mir-6399	83
mmu-miR-6399	21
mmu-mir-7019	68
mmu-miR-7019-5p	22
mmu-miR-7019-3p	22
mmu-mir-7020	69
mmu-miR-7020-5p	23
mmu-miR-7020-3p	20
mmu-mir-2139	94
mmu-miR-2139	23
mmu-mir-7021	62
mmu-miR-7021-5p	21
mmu-miR-7021-3p	21
mmu-mir-7022	60
mmu-miR-7022-5p	22
mmu-miR-7022-3p	21
mmu-mir-5616	59
mmu-miR-5616-5p	20
mmu-miR-5616-3p	21
mmu-mir-7023	63
mmu-miR-7023-5p	22
mmu-miR-7023-3p	21
mmu-mir-34a	101
mmu-miR-34a-5p	21
mmu-miR-34a-3p	20
mmu-mir-12196	54
mmu-miR-12196-5p	22
mmu-miR-12196-3p	21
mmu-mir-429	82
mmu-miR-429-5p	20
mmu-miR-429-3p	21
mmu-mir-200a	89
mmu-miR-200a-5p	21
mmu-miR-200a-3p	21
mmu-mir-200b	69
mmu-miR-200b-5p	21
mmu-miR-200b-3p	21
mmu-mir-7658	56
mmu-miR-7658-5p	19
mmu-miR-7658-3p	20
mmu-mir-879	75
mmu-miR-879-5p	20
mmu-miR-879-3p	21
mmu-mir-12197	56
mmu-miR-12197-3p	17
mmu-mir-671	97
mmu-miR-671-5p	22
mmu-miR-671-3p	20
mmu-mir-1960	77
mmu-miR-1960	21
mmu-mir-5625	79
mmu-miR-5625-5p	20
mmu-miR-5625-3p	24
mmu-mir-3473e	109
mmu-miR-3473e	20
mmu-mir-12198	61
mmu-miR-12198-3p	18
mmu-mir-7024	61
mmu-miR-7024-5p	20
mmu-miR-7024-3p	22
mmu-mir-7036b	62
mmu-miR-7036b-5p	21
mmu-miR-7036b-3p	21
mmu-mir-467g	119
mmu-miR-467g	20
mmu-mir-3097	66
mmu-miR-3097-5p	22
mmu-miR-3097-3p	21
mmu-mir-7689	58
mmu-miR-7689-5p	18
mmu-miR-7689-3p	22
mmu-mir-6414	81
mmu-miR-6414	21
mmu-mir-218-1	109
mmu-miR-218-5p	20
mmu-miR-218-1-3p	21
mmu-mir-8117	106
mmu-miR-8117	20
mmu-mir-6417	115
mmu-miR-6417	21
mmu-mir-574	77
mmu-miR-574-5p	22
mmu-miR-574-3p	21
mmu-mir-7025	73
mmu-miR-7025-5p	23
mmu-miR-7025-3p	21
mmu-mir-12199	62
mmu-miR-12199-3p	20
mmu-mir-5098	81
mmu-miR-5098	20
mmu-mir-1187	121
mmu-miR-1187	22
mmu-mir-3969	91
mmu-miR-3969	19
mmu-mir-6415	99
mmu-miR-6415	21
mmu-mir-1961	111
mmu-miR-1961	16
mmu-mir-703	108
mmu-miR-703	20
mmu-mir-5619	60
mmu-miR-5619-5p	20
mmu-miR-5619-3p	21
mmu-mir-7026	66
mmu-miR-7026-5p	20
mmu-miR-7026-3p	22
mmu-mir-701	108
mmu-miR-701-5p	20
mmu-miR-701-3p	19
mmu-mir-7229	52
mmu-miR-7229-5p	20
mmu-miR-7229-3p	23
mmu-mir-7230	55
mmu-miR-7230-5p	22
mmu-miR-7230-3p	22
mmu-mir-7027	71
mmu-miR-7027-5p	22
mmu-miR-7027-3p	21
mmu-mir-7028	63
mmu-miR-7028-5p	22
mmu-miR-7028-3p	21
mmu-mir-6240	116
mmu-miR-6240	25
mmu-mir-7029	60
mmu-miR-7029-5p	22
mmu-miR-7029-3p	21
mmu-mir-7030	59
mmu-miR-7030-5p	21
mmu-miR-7030-3p	20
mmu-mir-7031	64
mmu-miR-7031-5p	22
mmu-miR-7031-3p	20
mmu-mir-8115	118
mmu-miR-8115	21
mmu-mir-7647	58
mmu-miR-7647-5p	21
mmu-miR-7647-3p	20
mmu-mir-7032	78
mmu-miR-7032-5p	25
mmu-miR-7032-3p	21
mmu-mir-12200	55
mmu-miR-12200-5p	21
mmu-miR-12200-3p	19
mmu-mir-3965	68
mmu-miR-3965	18
mmu-mir-7033	80
mmu-miR-7033-5p	22
mmu-miR-7033-3p	20
mmu-mir-7034	83
mmu-miR-7034-5p	20
mmu-miR-7034-3p	23
mmu-mir-7035	81
mmu-miR-7035-5p	20
mmu-miR-7035-3p	20
mmu-mir-721	87
mmu-miR-721	20
mmu-mir-702	108
mmu-miR-702-3p	21
mmu-miR-702-5p	20
mmu-mir-8116	96
mmu-miR-8116	20
mmu-mir-7036a	64
mmu-miR-7036a-5p	22
mmu-miR-7036a-3p	22
mmu-mir-6418	114
mmu-miR-6418-5p	20
mmu-miR-6418-3p	21
mmu-mir-25	83
mmu-miR-25-5p	21
mmu-miR-25-3p	21
mmu-mir-93	87
mmu-miR-93-5p	22
mmu-miR-93-3p	21
mmu-mir-106b	81
mmu-miR-106b-5p	20
mmu-miR-106b-3p	21
mmu-mir-339	95
mmu-miR-339-5p	22
mmu-miR-339-3p	22
mmu-mir-7037	64
mmu-miR-7037-5p	23
mmu-miR-7037-3p	21
mmu-mir-7038	70
mmu-miR-7038-5p	21
mmu-miR-7038-3p	21
mmu-mir-7039	84
mmu-miR-7039-5p	21
mmu-miR-7039-3p	21
mmu-let-7k	109
mmu-let-7k	18
mmu-mir-653	84
mmu-miR-653-5p	20
mmu-miR-653-3p	20
mmu-mir-489	106
mmu-miR-489-3p	22
mmu-miR-489-5p	24
mmu-mir-6370	119
mmu-miR-6370	20
mmu-mir-592	95
mmu-miR-592-5p	22
mmu-miR-592-3p	21
mmu-mir-129-1	72
mmu-miR-129-5p	20
mmu-miR-129-1-3p	21
mmu-mir-182	74
mmu-miR-182-5p	24
mmu-miR-182-3p	20
mmu-mir-96	105
mmu-miR-96-5p	22
mmu-miR-96-3p	21
mmu-mir-183	69
mmu-miR-183-5p	21
mmu-miR-183-3p	21
mmu-mir-335	97
mmu-miR-335-5p	22
mmu-miR-335-3p	21
mmu-mir-29a	87
mmu-miR-29a-5p	21
mmu-miR-29a-3p	21
mmu-mir-29b-1	70
mmu-miR-29b-1-5p	21
mmu-miR-29b-3p	22
mmu-mir-490	83
mmu-miR-490-5p	19
mmu-miR-490-3p	21
mmu-mir-7670	68
mmu-miR-7670-5p	21
mmu-miR-7670-3p	22
mmu-mir-704	76
mmu-miR-704	20
mmu-mir-6371	110
mmu-miR-6371	22
mmu-mir-148a	98
mmu-miR-148a-5p	21
mmu-miR-148a-3p	21
mmu-mir-196b	84
mmu-miR-196b-5p	21
mmu-miR-196b-3p	21
mmu-mir-8112	130
mmu-miR-8112	19
mmu-mir-7232	73
mmu-miR-7232-5p	23
mmu-miR-7232-3p	21
mmu-mir-468	77
mmu-miR-468-3p	22
mmu-miR-468-5p	26
mmu-mir-7040	62
mmu-miR-7040-5p	21
mmu-miR-7040-3p	21
mmu-mir-3470a	76
mmu-miR-3470a	20
mmu-mir-6374	106
mmu-miR-6374	21
mmu-mir-705	81
mmu-miR-705	19
mmu-mir-6375	94
mmu-miR-6375	22
mmu-mir-6376	130
mmu-miR-6376	21
mmu-mir-7041	51
mmu-miR-7041-5p	22
mmu-miR-7041-3p	19
mmu-mir-12201	57
mmu-miR-12201-5p	20
mmu-miR-12201-3p	20
mmu-mir-6373	101
mmu-miR-6373	21
mmu-mir-7661	60
mmu-miR-7661-5p	24
mmu-miR-7661-3p	21
mmu-mir-7042	57
mmu-miR-7042-5p	20
mmu-miR-7042-3p	20
mmu-mir-7660	62
mmu-miR-7660-5p	21
mmu-miR-7660-3p	22
mmu-mir-7043	69
mmu-miR-7043-5p	22
mmu-miR-7043-3p	20
mmu-mir-7044	71
mmu-miR-7044-5p	18
mmu-miR-7044-3p	20
mmu-mir-706	83
mmu-miR-706	21
mmu-mir-7231	60
mmu-miR-7231-5p	21
mmu-miR-7231-3p	22
mmu-mir-141	71
mmu-miR-141-5p	21
mmu-miR-141-3p	21
mmu-mir-200c	68
mmu-miR-200c-5p	21
mmu-miR-200c-3p	22
mmu-mir-7045	62
mmu-miR-7045-5p	20
mmu-miR-7045-3p	20
mmu-mir-3098	86
mmu-miR-3098-5p	21
mmu-miR-3098-3p	20
mmu-mir-8113	128
mmu-miR-8113	21
mmu-mir-7233	59
mmu-miR-7233-5p	18
mmu-miR-7233-3p	21
mmu-mir-7649	55
mmu-miR-7649-5p	21
mmu-miR-7649-3p	22
mmu-mir-680-1	108
mmu-miR-680	20
mmu-mir-290a	82
mmu-miR-290a-5p	21
mmu-miR-290a-3p	23
mmu-mir-290b	57
mmu-miR-290b-5p	21
mmu-miR-290b-3p	21
mmu-mir-291a	81
mmu-miR-291a-5p	21
mmu-miR-291a-3p	21
mmu-mir-292a	81
mmu-miR-292a-5p	21
mmu-miR-292a-3p	23
mmu-mir-292b	61
mmu-miR-292b-5p	22
mmu-miR-292b-3p	20
mmu-mir-291b	78
mmu-miR-291b-5p	21
mmu-miR-291b-3p	21
mmu-mir-293	79
mmu-miR-293-5p	21
mmu-miR-293-3p	21
mmu-mir-294	83
mmu-miR-294-5p	21
mmu-miR-294-3p	21
mmu-mir-295	68
mmu-miR-295-5p	21
mmu-miR-295-3p	22
mmu-mir-935	90
mmu-miR-935	23
mmu-mir-3572	85
mmu-miR-3572-3p	22
mmu-miR-3572-5p	21
mmu-mir-12202	65
mmu-miR-12202-5p	23
mmu-miR-12202-3p	21
mmu-mir-3099	83
mmu-miR-3099-5p	20
mmu-miR-3099-3p	21
mmu-mir-5620	55
mmu-miR-5620-5p	22
mmu-miR-5620-3p	20
mmu-mir-297a-1	75
mmu-miR-297a-5p	21
mmu-mir-3100	64
mmu-miR-3100-5p	22
mmu-miR-3100-3p	20
mmu-mir-330	97
mmu-miR-330-5p	21
mmu-miR-330-3p	22
mmu-mir-343	74
mmu-miR-343	19
mmu-mir-7046	65
mmu-miR-7046-5p	23
mmu-miR-7046-3p	21
mmu-mir-7047	63
mmu-miR-7047-5p	22
mmu-miR-7047-3p	22
mmu-mir-6537	109
mmu-miR-6537-5p	21
mmu-miR-6537-3p	22
mmu-mir-7048	57
mmu-miR-7048-5p	21
mmu-miR-7048-3p	20
mmu-mir-3101	87
mmu-miR-3101-5p	20
mmu-miR-3101-3p	20
mmu-mir-1191a	119
mmu-miR-1191a	20
mmu-mir-7049	59
mmu-miR-7049-5p	22
mmu-miR-7049-3p	20
mmu-mir-1963	58
mmu-miR-1963	22
mmu-mir-1964	82
mmu-miR-1964-5p	21
mmu-miR-1964-3p	21
mmu-mir-7668	58
mmu-miR-7668-5p	23
mmu-miR-7668-3p	21
mmu-mir-9769	76
mmu-miR-9769-5p	21
mmu-miR-9769-3p	21
mmu-mir-3569	57
mmu-miR-3569-5p	20
mmu-miR-3569-3p	21
mmu-mir-7050	59
mmu-miR-7050-5p	20
mmu-miR-7050-3p	20
mmu-mir-7051	72
mmu-miR-7051-5p	21
mmu-miR-7051-3p	21
mmu-mir-7052	64
mmu-miR-7052-5p	20
mmu-miR-7052-3p	20
mmu-mir-7053	72
mmu-miR-7053-5p	20
mmu-miR-7053-3p	20
mmu-mir-707	72
mmu-miR-707	20
mmu-mir-7054	61
mmu-miR-7054-5p	24
mmu-miR-7054-3p	19
mmu-mir-150	64
mmu-miR-150-5p	21
mmu-miR-150-3p	21
mmu-mir-5121	73
mmu-miR-5121	20
mmu-mir-7055	58
mmu-miR-7055-5p	20
mmu-miR-7055-3p	22
mmu-mir-7056	58
mmu-miR-7056-5p	21
mmu-miR-7056-3p	21
mmu-mir-6238	128
mmu-miR-6238	21
mmu-mir-6389	101
mmu-miR-6389	20
mmu-mir-344d-1	68
mmu-miR-344d-3p	21
mmu-miR-344d-1-5p	23
mmu-mir-344d-2	79
mmu-miR-344d-3p	21
mmu-miR-344d-2-5p	23
mmu-mir-344d-3	79
mmu-miR-344d-3-5p	22
mmu-miR-344d-3p	21
mmu-mir-344e	65
mmu-miR-344e-5p	19
mmu-miR-344e-3p	21
mmu-mir-344h-1	59
mmu-miR-344h-5p	19
mmu-miR-344h-3p	21
mmu-mir-344h-2	59
mmu-miR-344h-5p	19
mmu-miR-344h-3p	21
mmu-mir-344b	62
mmu-miR-344b-5p	22
mmu-miR-344b-3p	21
mmu-mir-344c	91
mmu-miR-344c-5p	22
mmu-miR-344c-3p	22
mmu-mir-344-1	94
mmu-miR-344-5p	25
mmu-miR-344-3p	22
mmu-mir-344-2	79
mmu-miR-344-5p	25
mmu-miR-344-3p	22
mmu-mir-344g	70
mmu-miR-344g-5p	20
mmu-miR-344g-3p	21
mmu-mir-344f	67
mmu-miR-344f-5p	21
mmu-miR-344f-3p	20
mmu-mir-344i	87
mmu-miR-344i	19
mmu-mir-211	105
mmu-miR-211-5p	21
mmu-miR-211-3p	20
mmu-mir-6416	116
mmu-miR-6416-5p	20
mmu-miR-6416-3p	20
mmu-mir-7057	57
mmu-miR-7057-5p	17
mmu-miR-7057-3p	21
mmu-mir-7234	51
mmu-miR-7234-5p	22
mmu-miR-7234-3p	22
mmu-mir-7a-2	96
mmu-miR-7a-5p	22
mmu-miR-7a-2-3p	21
mmu-mir-9-3	89
mmu-miR-9-5p	22
mmu-miR-9-3p	21
mmu-mir-9b-3	57
mmu-miR-9b-5p	20
mmu-miR-9b-3p	20
mmu-mir-1839	72
mmu-miR-1839-5p	21
mmu-miR-1839-3p	22
mmu-mir-12203	62
mmu-miR-12203-5p	20
mmu-miR-12203-3p	21
mmu-mir-708	108
mmu-miR-708-5p	22
mmu-miR-708-3p	21
mmu-mir-6394	98
mmu-miR-6394	20
mmu-mir-326	94
mmu-miR-326-5p	23
mmu-miR-326-3p	20
mmu-mir-3102	103
mmu-miR-3102-5p	21
mmu-miR-3102-5p.2-5p	20
mmu-miR-3102-3p.2-3p	20
mmu-miR-3102-3p	22
mmu-mir-139	67
mmu-miR-139-5p	21
mmu-miR-139-3p	21
mmu-mir-7058	74
mmu-miR-7058-5p	23
mmu-miR-7058-3p	21
mmu-mir-7059	58
mmu-miR-7059-5p	21
mmu-miR-7059-3p	21
mmu-mir-7060	136
mmu-miR-7060-5p	21
mmu-miR-7060-3p	20
mmu-mir-762	75
mmu-miR-762	21
mmu-mir-3103	66
mmu-miR-3103-5p	20
mmu-miR-3103-3p	21
mmu-mir-7061	67
mmu-miR-7061-5p	21
mmu-miR-7061-3p	21
mmu-mir-1962	120
mmu-miR-1962	21
mmu-mir-6401	108
mmu-miR-6401	21
mmu-mir-7686	56
mmu-miR-7686-5p	24
mmu-miR-7686-3p	21
mmu-mir-202	71
mmu-miR-202-5p	20
mmu-miR-202-3p	21
mmu-mir-7062	65
mmu-miR-7062-5p	23
mmu-miR-7062-3p	22
mmu-mir-210	109
mmu-miR-210-5p	21
mmu-miR-210-3p	21
mmu-mir-7063	90
mmu-miR-7063-5p	22
mmu-miR-7063-3p	19
mmu-mir-3104	62
mmu-miR-3104-5p	24
mmu-miR-3104-3p	22
mmu-mir-675	83
mmu-miR-675-5p	21
mmu-miR-675-3p	21
mmu-mir-483	72
mmu-miR-483-5p	21
mmu-miR-483-3p	20
mmu-mir-7064	88
mmu-miR-7064-5p	23
mmu-miR-7064-3p	20
mmu-mir-6404	93
mmu-miR-6404	20
mmu-mir-3105	84
mmu-miR-3105-5p	21
mmu-miR-3105-3p	21
mmu-mir-7654	69
mmu-miR-7654-5p	21
mmu-miR-7654-3p	21
mmu-mir-9768	129
mmu-miR-9768-5p	22
mmu-miR-9768-3p	23
mmu-mir-7065	60
mmu-miR-7065-5p	20
mmu-miR-7065-3p	20
mmu-mir-1968	67
mmu-miR-1968-5p	23
mmu-miR-1968-3p	20
mmu-mir-3106	81
mmu-miR-3106-5p	20
mmu-miR-3106-3p	21
mmu-mir-486a	127
mmu-miR-486a-5p	21
mmu-miR-486a-3p	20
mmu-mir-486b	89
mmu-miR-486b-5p	21
mmu-miR-486b-3p	19
mmu-mir-8108	108
mmu-miR-8108	21
mmu-mir-6395	90
mmu-miR-6395	21
mmu-mir-383	69
mmu-miR-383-5p	21
mmu-miR-383-3p	20
mmu-mir-7666	54
mmu-miR-7666-5p	21
mmu-miR-7666-3p	18
mmu-mir-710	109
mmu-miR-710	21
mmu-mir-7066	62
mmu-miR-7066-5p	21
mmu-miR-7066-3p	22
mmu-mir-7240	57
mmu-miR-7240-5p	20
mmu-miR-7240-3p	20
mmu-mir-7067	62
mmu-miR-7067-5p	22
mmu-miR-7067-3p	20
mmu-mir-1969	93
mmu-miR-1969	22
mmu-mir-6769b	59
mmu-miR-6769b-5p	19
mmu-miR-6769b-3p	20
mmu-mir-7068	73
mmu-miR-7068-5p	20
mmu-miR-7068-3p	20
mmu-mir-28b	79
mmu-miR-28b	20
mmu-mir-1668	106
mmu-miR-1668	20
mmu-mir-8111	136
mmu-miR-8111	20
mmu-mir-1199	118
mmu-miR-1199-5p	19
mmu-miR-1199-3p	20
mmu-mir-709	87
mmu-miR-709	18
mmu-mir-181d	71
mmu-miR-181d-5p	22
mmu-miR-181d-3p	20
mmu-mir-181c	88
mmu-miR-181c-5p	21
mmu-miR-181c-3p	21
mmu-mir-23a	74
mmu-miR-23a-5p	21
mmu-miR-23a-3p	20
mmu-mir-27a	86
mmu-miR-27a-5p	21
mmu-miR-27a-3p	20
mmu-mir-24-2	106
mmu-miR-24-3p	21
mmu-miR-24-2-5p	21
mmu-mir-3074-2	82
mmu-miR-3074-5p	21
mmu-miR-3074-2-3p	19
mmu-mir-7069	61
mmu-miR-7069-5p	22
mmu-miR-7069-3p	20
mmu-mir-7070	85
mmu-miR-7070-5p	20
mmu-miR-7070-3p	19
mmu-mir-8109	116
mmu-miR-8109	20
mmu-mir-7071	68
mmu-miR-7071-5p	22
mmu-miR-7071-3p	20
mmu-mir-8110	96
mmu-miR-8110	20
mmu-mir-138-2	70
mmu-miR-138-5p	22
mmu-miR-138-2-3p	20
mmu-mir-7072	59
mmu-miR-7072-5p	21
mmu-miR-7072-3p	20
mmu-mir-7073	63
mmu-miR-7073-5p	21
mmu-miR-7073-3p	21
mmu-mir-328	96
mmu-miR-328-5p	21
mmu-miR-328-3p	21
mmu-mir-1966	107
mmu-miR-1966-5p	24
mmu-miR-1966-3p	22
mmu-mir-7074	62
mmu-miR-7074-5p	22
mmu-miR-7074-3p	22
mmu-mir-7075	81
mmu-miR-7075-5p	20
mmu-miR-7075-3p	20
mmu-mir-140	69
mmu-miR-140-5p	21
mmu-miR-140-3p	20
mmu-mir-3108	78
mmu-miR-3108-5p	22
mmu-miR-3108-3p	20
mmu-mir-3473d	80
mmu-miR-3473d	23
mmu-mir-7076	73
mmu-miR-7076-5p	20
mmu-miR-7076-3p	20
mmu-mir-7077	56
mmu-miR-7077-5p	20
mmu-miR-7077-3p	19
mmu-mir-7078	63
mmu-miR-7078-5p	19
mmu-miR-7078-3p	20
mmu-mir-7687	58
mmu-miR-7687-5p	24
mmu-miR-7687-3p	20
mmu-mir-7237	62
mmu-miR-7237-5p	23
mmu-miR-7237-3p	21
mmu-mir-6396	110
mmu-miR-6396	23
mmu-mir-7079	68
mmu-miR-7079-5p	21
mmu-miR-7079-3p	20
mmu-mir-7080	66
mmu-miR-7080-5p	22
mmu-miR-7080-3p	21
mmu-mir-1967	81
mmu-miR-1967	22
mmu-mir-21c	77
mmu-miR-21c	20
mmu-mir-1903	79
mmu-miR-1903	21
mmu-mir-101c	74
mmu-miR-101c	18
mmu-mir-5618	50
mmu-miR-5618-5p	19
mmu-miR-5618-3p	17
mmu-mir-1899	95
mmu-miR-1899	21
mmu-mir-6237	90
mmu-miR-6237	22
mmu-mir-12204	45
mmu-miR-12204-5p	17
mmu-mir-7650	58
mmu-miR-7650-5p	21
mmu-miR-7650-3p	21
mmu-mir-7081	74
mmu-miR-7081-5p	25
mmu-miR-7081-3p	21
mmu-mir-1900	77
mmu-miR-1900	21
mmu-mir-7082	91
mmu-miR-7082-5p	20
mmu-miR-7082-3p	21
mmu-mir-199a-1	69
mmu-miR-199a-5p	22
mmu-miR-199a-3p	21
mmu-mir-1946b	132
mmu-miR-1946b	25
mmu-mir-7083	59
mmu-miR-7083-5p	20
mmu-miR-7083-3p	19
mmu-mir-7084	69
mmu-miR-7084-5p	20
mmu-miR-7084-3p	21
mmu-mir-100	79
mmu-miR-100-5p	21
mmu-miR-100-3p	21
mmu-let-7a-2	95
mmu-let-7a-5p	21
mmu-let-7a-2-3p	20
mmu-mir-125b-1	76
mmu-miR-125b-5p	21
mmu-miR-125b-1-3p	21
mmu-mir-7085	65
mmu-miR-7085-5p	21
mmu-miR-7085-3p	21
mmu-mir-7086	64
mmu-miR-7086-5p	20
mmu-miR-7086-3p	20
mmu-mir-7087	69
mmu-miR-7087-5p	20
mmu-miR-7087-3p	21
mmu-mir-34c	76
mmu-miR-34c-5p	22
mmu-miR-34c-3p	21
mmu-mir-34b	83
mmu-miR-34b-5p	22
mmu-miR-34b-3p	21
mmu-mir-6244	116
mmu-miR-6244	20
mmu-mir-130c	81
mmu-miR-130c	21
mmu-mir-5710	68
mmu-miR-5710	21
mmu-mir-6385	104
mmu-miR-6385	20
mmu-mir-5133	76
mmu-miR-5133	20
mmu-mir-190a	66
mmu-miR-190a-5p	21
mmu-miR-190a-3p	21
mmu-mir-7241	63
mmu-miR-7241-5p	22
mmu-miR-7241-3p	21
mmu-mir-7242	78
mmu-miR-7242-5p	21
mmu-miR-7242-3p	21
mmu-mir-3109	87
mmu-miR-3109-5p	23
mmu-miR-3109-3p	20
mmu-mir-5626	59
mmu-miR-5626-5p	21
mmu-miR-5626-3p	21
mmu-mir-1970c	59
mmu-miR-1970c-5p	22
mmu-miR-1970c-3p	21
mmu-mir-12205	59
mmu-miR-12205-5p	20
mmu-miR-12205-3p	21
mmu-mir-184	68
mmu-miR-184-3p	21
mmu-miR-184-5p	21
mmu-mir-6386	103
mmu-miR-6386	23
mmu-mir-7656	61
mmu-miR-7656-5p	21
mmu-miR-7656-3p	21
mmu-mir-7243	51
mmu-miR-7243-5p	19
mmu-miR-7243-3p	19
mmu-mir-2136	74
mmu-miR-2136	20
mmu-mir-135a-1	89
mmu-miR-135a-5p	22
mmu-miR-135a-1-3p	21
mmu-let-7g	87
mmu-let-7g-5p	21
mmu-let-7g-3p	21
mmu-mir-7088	85
mmu-miR-7088-5p	24
mmu-miR-7088-3p	21
mmu-mir-12206	66
mmu-miR-12206-5p	20
mmu-mir-191	73
mmu-miR-191-5p	22
mmu-miR-191-3p	21
mmu-mir-425	84
mmu-miR-425-5p	22
mmu-miR-425-3p	20
mmu-mir-711	81
mmu-miR-711	21
mmu-mir-7089	67
mmu-miR-7089-5p	23
mmu-miR-7089-3p	21
mmu-mir-6236	122
mmu-miR-6236	18
mmu-mir-8107	116
mmu-miR-8107	20
mmu-mir-128-2	75
mmu-miR-128-3p	20
mmu-miR-128-2-5p	22
mmu-mir-467h	120
mmu-miR-467h	21
mmu-mir-26a-1	89
mmu-miR-26a-5p	21
mmu-miR-26a-1-3p	21
mmu-mir-7090	61
mmu-miR-7090-5p	22
mmu-miR-7090-3p	19
mmu-mir-8106	138
mmu-miR-8106	21
mmu-mir-138-1	98
mmu-miR-138-5p	22
mmu-miR-138-1-3p	21
mmu-mir-500	91
mmu-miR-500-5p	24
mmu-miR-500-3p	21
mmu-mir-501	108
mmu-miR-501-5p	21
mmu-miR-501-3p	21
mmu-mir-362	64
mmu-miR-362-5p	23
mmu-miR-362-3p	21
mmu-mir-188	67
mmu-miR-188-5p	20
mmu-miR-188-3p	20
mmu-mir-532	95
mmu-miR-532-5p	21
mmu-miR-532-3p	21
mmu-mir-1198	120
mmu-miR-1198-5p	21
mmu-miR-1198-3p	21
mmu-mir-221	94
mmu-miR-221-5p	25
mmu-miR-221-3p	22
mmu-mir-222	78
mmu-miR-222-5p	20
mmu-miR-222-3p	22
mmu-mir-5617	56
mmu-miR-5617-5p	22
